Ticker,Name
SMPL,Simply Good Foods Co
SMTC,Semtech Corp.
SNBR,Sleep Number Corp
SNCR,Synchronoss Technologies Inc
SNDX,Syndax Pharmaceuticals Inc
SNR,New Senior Investment Group Inc
SOI,Solaris Oilfield Infrastructure Inc
SOLY,Soliton Inc
SONA,Southern National Bancorp of Virginia Inc.
SONO,Sonos Inc
SP,SP Plus Corp
SPFI,South Plains Financial Inc
SPKE,Spark Energy Inc
SPNE,SeaSpine Holdings Corp
SPOK,Spok Holdings Inc
SPPI,"Spectrum Pharmaceuticals, Inc."
SPRO,Spero Therapeutics Inc
SPSC,SPS Commerce Inc.
SPTN,SpartanNash Co
SPWH,Sportsman`s Warehouse Holdings Inc
SPWR,Sunpower Corp
SPXC,SPX Corp.
SR,Spire Inc.
SRCE,1st Source Corp.
SRDX,"Surmodics, Inc."
SRG,Seritage Growth Properties
SRI,Stoneridge Inc.
SRNE,Sorrento Therapeutics Inc
SRRK,Scholar Rock Holding Corp
SRT,"Startek, Inc."
SSB,South State Corp
SSD,"Simpson Manufacturing Co., Inc."
SSP,E.W. Scripps Co.
SSTI,ShotSpotter Inc
SSTK,Shutterstock Inc
STAA,Staar Surgical Co.
STAG,STAG Industrial Inc
STAR,iStar Inc
STBA,"S & T Bancorp, Inc."
STC,Stewart Information Services Corp.
STFC,State Auto Financial Corp.
STMP,Stamps.com Inc.
STNG,Scorpio Tankers Inc
STOK,Stoke Therapeutics Inc
STRA,Strategic Education Inc
STRL,"Sterling Construction Company, Inc."
STRO,Sutro Biopharma Inc
STRS,Stratus Properties Inc.
STXB,Spirit of Texas Bancshares Inc
SUM,Summit Materials Inc
SUPN,Supernus Pharmaceuticals Inc
SVMK,SVMK Inc
SVRA,Savara Inc
SWAV,ShockWave Medical Inc
SWM,"Schweitzer-Mauduit International, Inc."
SWN,Southwestern Energy Company
SWX,Southwest Gas Holdings Inc
SXC,SunCoke Energy Inc
SXI,Standex International Corp.
SXT,Sensient Technologies Corp.
SYBT,Stock Yards Bancorp Inc
SYKE,"Sykes Enterprises, Inc."
SYNA,Synaptics Inc
SYRS,Syros Pharmaceuticals Inc.
SYX,"Systemax, Inc."
TACO,Del Taco Restaurants Inc
TALO,Talos Energy Inc
TAST,Carrols Restaurant Group Inc.
TBBK,Bancorp Inc. (The)
TBI,TrueBlue Inc
TBIO,Translate Bio Inc
TBK,Triumph Bancorp Inc
TBNK,Territorial Bancorp Inc
TBPH,Theravance Biopharma Inc
TCBK,Trico Bancshares
TCDA,Tricida Inc
TCFC,Community Financial Corp
TCI,"Transcontinental Realty Investors, Inc."
TCMD,Tactile Systems Technology Inc
TCRR,Tcr2 Therapeutics Inc
TCS,Container Store Group Inc
TCX,"Tucows, Inc."
TDW,Tidewater Inc.
TELL,Tellurian Inc
TEN,"Tenneco, Inc."
TENB,Tenable Holdings Inc
TEX,Terex Corp.
TG,Tredegar Corp.
TGH,Textainer Group Holdings Limited
TGI,Triumph Group Inc.
TGNA,TEGNA Inc
TGTX,TG Therapeutics Inc
TH,Target Hospitality Corp
THC,Tenet Healthcare Corp.
THFF,First Financial Corp. - Indiana
THR,Thermon Group Holdings Inc
THRM,Gentherm Inc
TILE,Interface Inc.
TIPT,Tiptree Inc
TISI,"Team, Inc."
TITN,Titan Machinery Inc
TLYS,Tillys Inc
TMDX,Transmedics Group Inc
TMHC,Taylor Morrison Home Corp.
TMP,Tompkins Financial Corp
TMST,TimkenSteel Corp
TNAV,Telenav Inc
TNC,Tennant Co.
TNET,TriNet Group Inc
TOWN,Townebank Portsmouth VA
TPB,Turning Point Brands Inc
TPC,Tutor Perini Corp
TPCO,Tribune Publishing Co
TPH,Tri Pointe Homes Inc.
TPIC,TPI Composites Inc
TPRE,Third Point Reinsurance Ltd
TPTX,Turning Point Therapeutics Inc
TR,"Tootsie Roll Industries, Inc."
TRC,Tejon Ranch Co.
TREC,Trecora Resources
TRHC,Tabula Rasa HealthCare Inc
TRMK,Trustmark Corp.
TRNO,Terreno Realty Corp
TRNS,Transcat Inc
TROX,Tronox Holdings plc
TRS,Trimas Corporation
TRST,Trustco Bank Corp.
TRTN,Triton International Ltd
TRTX,TPG RE Finance Trust Inc
TRUP,Trupanion Inc
TSBK,"Timberland Bancorp, Inc."
TSC,Tristate Capital Holdings Inc
TSE,Trinseo S.A.
TTEC,TTEC Holdings Inc
TTEK,"Tetra Tech, Inc."
TTGT,Techtarget Inc.
TTMI,TTM Technologies Inc
TUP,Tupperware Brands Corporation
TVTY,Tivity Health Inc
TWNK,Hostess Brands Inc
TWST,Twist Bioscience Corp
TXMD,TherapeuticsMD Inc
TXRH,Texas Roadhouse Inc
TYME,Tyme Technologies Inc
UBA,"Urstadt Biddle Properties, Inc."
UBFO,United Security Bancshares (CA)
UBSI,"United Bankshares, Inc."
UBX,Unity Biotechnology Inc
UCBI,United Community Banks Inc
UCTT,Ultra Clean Hldgs Inc
UE,Urban Edge Properties
UEC,Uranium Energy Corp
UEIC,Universal Electronics Inc.
UFCS,United Fire Group Inc
UFI,"UNIFI, Inc."
UFPI,UFP Industries Inc
UFPT,UFP Technologies Inc.
UHT,Universal Health Realty Income Trust
UIHC,United Insurance Holdings Corp
UIS,Unisys Corp.
ULH,Universal Logistics Holdings Inc
UMBF,UMB Financial Corp.
UMH,UMH Properties Inc
UNF,Unifirst Corp.
UNFI,United Natural Foods Inc.
UNIT,Uniti Group Inc
UNTY,"Unity Bancorp, Inc."
UPLD,Upland Software Inc
UPWK,Upwork Inc
URGN,UroGen Pharma Ltd
USCR,"U.S. Concrete, Inc."
USLM,United States Lime & Minerals Inc.
USNA,Usana Health Sciences Inc
USPH,"U.S. Physical Therapy, Inc."
USX,U.S. Xpress Enterprises Inc
UTL,Unitil Corp.
UTMD,"Utah Medical Products, Inc."
UUUU,Energy Fuels Inc
UVE,Universal Insurance Holdings Inc
UVSP,Univest Financial Corp
UVV,Universal Corp.
VAC,Marriott Vacations Worldwide Corp
VALU,"Value Line, Inc."
VAPO,Vapotherm Inc
VBIV,VBI Vaccines Inc.
VBTX,Veritex Holdings Inc
VC,Visteon Corp.
VCEL,Vericel Corp
VCRA,Vocera Communication Inc
VCYT,Veracyte Inc
VEC,Vectrus Inc
VECO,Veeco Instruments Inc
VG,Vonage Holdings Corp
VGR,Vector Group Ltd
VHC,Virnetx Holding Corp
VIAV,Viavi Solutions Inc
VICR,Vicor Corp.
VIVO,Meridian Bioscience Inc.
VKTX,Viking Therapeutics Inc
VLGEA,"Village Super Market, Inc."
VLY,Valley National Bancorp
VNDA,Vanda Pharmaceuticals Inc
VPG,Vishay Precision Group Inc
VRA,Vera Bradley Inc
VRAY,ViewRay Inc.
VRCA,Verrica Pharmaceuticals Inc
VREX,Varex Imaging Corp
VRNS,Varonis Systems Inc
VRNT,"Verint Systems, Inc."
VRRM,Verra Mobility Corp
VRS,Verso Corp
VRTS,Virtus Investment Partners Inc
VRTU,Virtusa Corp
VRTV,Veritiv Corp
VSEC,VSE Corp.
VSH,"Vishay Intertechnology, Inc."
VSTO,Vista Outdoor Inc
VVI,Viad Corp.
VYGR,Voyager Therapeutics Inc
WABC,Westamerica Bancorporation
WAFD,Washington Federal Inc.
WASH,"Washington Trust Bancorp, Inc."
WBT,Welbilt Inc
WD,Walker & Dunlop Inc
WDFC,WD-40 Co.
WDR,"Waddell & Reed Financial, Inc."
WERN,"Werner Enterprises, Inc."
WETF,Wisdomtree Investments Inc
WEYS,"Weyco Group, Inc"
WGO,"Winnebago Industries, Inc."
WHD,Cactus Inc
WHG,Westwood Holdings Group Inc
WIFI,Boingo Wireless Inc
WINA,Winmark Corporation
WING,Wingstop Inc
WIRE,Encore Wire Corp.
WK,Workiva Inc
WLDN,Willdan Group Inc
WLFC,Willis Lease Finance Corp.
WLL,Whiting Petroleum Corp
WMC,Western Asset Mortgage Capital Corp
WMK,"Weis Markets, Inc."
WMS,Advanced Drainage Systems Inc
WNC,Wabash National Corp.
WNEB,Western New England Bancorp Inc
WOR,"Worthington Industries, Inc."
WOW,WideOpenWest Inc
WRE,Washington Real Estate Investment Trust
WRLD,World Acceptance Corp.
WRTC,Wrap Technologies Inc
WSBC,"Wesbanco, Inc."
WSBF,Waterstone Financial Inc
WSC,WillScot Mobile Mini Holdings Corp
WSFS,WSFS Financial Corp.
WTBA,West Bancorporation
WTI,W & T Offshore Inc
WTRE,Watford Holdings Ltd
WTRH,Waitr Holdings Inc
WTS,"Watts Water Technologies, Inc."
WTTR,Select Energy Services Inc
WVE,Wave Life Sciences Ltd.
WW,WW International Inc
WWW,"Wolverine World Wide, Inc."
XBIT,XBiotech Inc
XENT,Intersect ENT Inc
XERS,Xeris Pharmaceuticals Inc
XFOR,X4 Pharmaceuticals Inc
XHR,Xenia Hotels & Resorts Inc
XNCR,Xencor Inc
XPER,Xperi Holding Corp
YELP,Yelp Inc
YETI,YETI Holdings Inc
YEXT,Yext Inc
YMAB,Y-Mabs Therapeutics Inc
YORW,York Water Co.
ZEUS,Olympic Steel Inc.
ZGNX,Zogenix Inc
ZIOP,"Ziopharm Oncology, Inc."
ZIXI,Zix Corp.
ZUMZ,Zumiez Inc
ZUO,Zuora Inc
ZYXI,Zynex Inc
